emp_id,similarity,rule_norm,final_score,missing_must_haves
E0113,0.0,0.222,0.067,sql; etl
E0477,0.0,0.222,0.067,sql; etl
E0476,0.0,0.222,0.067,sql; etl
E0475,0.0,0.222,0.067,sql; etl
E0488,0.0,0.222,0.067,sql; etl
E0492,0.0,0.222,0.067,sql; etl
E0486,0.0,0.222,0.067,sql; etl
E0501,0.0,0.222,0.067,sql; etl
E0491,0.0,0.222,0.067,sql; etl
E0517,0.0,0.222,0.067,sql; etl
E0508,0.0,0.222,0.067,sql; etl
E0360,0.0,0.222,0.067,sql; etl
E0345,0.0,0.222,0.067,sql; etl
E0353,0.0,0.222,0.067,sql; etl
E0356,0.0,0.222,0.067,sql; etl
E0465,0.0,0.222,0.067,sql; etl
E0469,0.0,0.222,0.067,sql; etl
E0299,0.0,0.222,0.067,sql; etl
E0341,0.0,0.222,0.067,sql; etl
E0349,0.0,0.222,0.067,sql; etl
E0348,0.0,0.222,0.067,sql; etl
E0536,0.0,0.222,0.067,sql; etl
E0291,0.0,0.222,0.067,sql; etl
E0080,0.0,0.222,0.067,sql; etl
E0290,0.0,0.222,0.067,sql; etl
E0065,0.0,0.222,0.067,sql; etl
E0072,0.0,0.222,0.067,sql; etl
E0061,0.0,0.222,0.067,sql; etl
E0057,0.0,0.222,0.067,sql; etl
E0272,0.0,0.222,0.067,sql; etl
E0270,0.0,0.222,0.067,sql; etl
E0259,0.0,0.222,0.067,sql; etl
E0255,0.0,0.222,0.067,sql; etl
E0105,0.0,0.222,0.067,sql; etl
E0053,0.0,0.222,0.067,sql; etl
E0051,0.0,0.222,0.067,sql; etl
E0062,0.0,0.222,0.067,sql; etl
E0100,0.0,0.222,0.067,sql; etl
E0090,0.0,0.222,0.067,sql; etl
E0110,0.0,0.222,0.067,sql; etl
E0111,0.0,0.222,0.067,sql; etl
E0087,0.0,0.222,0.067,sql; etl
E0093,0.0,0.222,0.067,sql; etl
E0282,0.0,0.222,0.067,sql; etl
E0088,0.0,0.222,0.067,sql; etl
E0285,0.0,0.222,0.067,sql; etl
E0287,0.0,0.222,0.067,sql; etl
E0112,0.0,0.222,0.067,sql; etl
E0097,0.0,0.222,0.067,sql; etl
E0274,0.0,0.222,0.067,sql; etl
E0273,0.0,0.222,0.067,sql; etl
E0329,0.0,0.222,0.067,sql; etl
E0279,0.0,0.222,0.067,sql; etl
E0334,0.0,0.222,0.067,sql; etl
E0327,0.0,0.222,0.067,sql; etl
E0328,0.0,0.222,0.067,sql; etl
E0307,0.0,0.222,0.067,sql; etl
E0311,0.0,0.222,0.067,sql; etl
E0585,0.0,0.222,0.067,sql; etl
E0587,0.0,0.222,0.067,sql; etl
E0590,0.0,0.222,0.067,sql; etl
E0592,0.0,0.222,0.067,sql; etl
E0599,0.0,0.222,0.067,sql; etl
E0021,0.0,0.222,0.067,sql; etl
E0024,0.0,0.222,0.067,sql; etl
E0265,0.044,0.111,0.064,python; sql; etl
E0519,0.031,0.111,0.055,python; sql; etl
E0352,0.069,0.0,0.049,python; sql; etl
E0213,0.016,0.111,0.045,python; sql; etl
E0560,0.016,0.111,0.045,python; sql; etl
E0223,0.017,0.111,0.045,python; sql; etl
E0351,0.016,0.111,0.044,python; sql; etl
E0493,0.015,0.111,0.044,python; sql; etl
E0496,0.015,0.111,0.044,python; sql; etl
E0321,0.015,0.111,0.044,python; sql; etl
E0557,0.015,0.111,0.044,python; sql; etl
E0485,0.015,0.111,0.044,python; sql; etl
E0269,0.016,0.111,0.044,python; sql; etl
E0101,0.015,0.111,0.044,python; sql; etl
E0271,0.015,0.111,0.044,python; sql; etl
E0384,0.015,0.111,0.044,python; sql; etl
E0572,0.016,0.111,0.044,python; sql; etl
E0189,0.014,0.111,0.043,python; sql; etl
E0584,0.013,0.111,0.043,python; sql; etl
E0436,0.014,0.111,0.043,python; sql; etl
E0152,0.014,0.111,0.043,python; sql; etl
E0267,0.013,0.111,0.042,python; sql; etl
E0159,0.013,0.111,0.042,python; sql; etl
E0350,0.013,0.111,0.042,python; sql; etl
E0175,0.011,0.111,0.041,python; sql; etl
E0106,0.0,0.111,0.033,python; sql; etl
E0302,0.0,0.111,0.033,python; sql; etl
E0596,0.0,0.111,0.033,python; sql; etl
E0012,0.0,0.111,0.033,python; sql; etl
E0368,0.0,0.111,0.033,python; sql; etl
E0357,0.0,0.111,0.033,python; sql; etl
E0359,0.0,0.111,0.033,python; sql; etl
E0591,0.0,0.111,0.033,python; sql; etl
E0494,0.0,0.111,0.033,python; sql; etl
E0305,0.0,0.111,0.033,python; sql; etl
E0504,0.0,0.111,0.033,python; sql; etl
E0022,0.0,0.111,0.033,python; sql; etl
E0098,0.0,0.111,0.033,python; sql; etl
E0318,0.0,0.111,0.033,python; sql; etl
E0320,0.0,0.111,0.033,python; sql; etl
E0324,0.0,0.111,0.033,python; sql; etl
E0588,0.0,0.111,0.033,python; sql; etl
E0108,0.0,0.111,0.033,python; sql; etl
E0389,0.0,0.111,0.033,python; sql; etl
E0132,0.0,0.111,0.033,python; sql; etl
E0383,0.0,0.111,0.033,python; sql; etl
E0138,0.0,0.111,0.033,python; sql; etl
E0395,0.0,0.111,0.033,python; sql; etl
E0374,0.0,0.111,0.033,python; sql; etl
E0370,0.0,0.111,0.033,python; sql; etl
E0251,0.0,0.111,0.033,python; sql; etl
E0241,0.0,0.111,0.033,python; sql; etl
E0449,0.0,0.111,0.033,python; sql; etl
E0462,0.0,0.111,0.033,python; sql; etl
E0126,0.0,0.111,0.033,python; sql; etl
E0482,0.0,0.111,0.033,python; sql; etl
E0479,0.0,0.111,0.033,python; sql; etl
E0303,0.0,0.111,0.033,python; sql; etl
E0198,0.0,0.111,0.033,python; sql; etl
E0443,0.0,0.111,0.033,python; sql; etl
E0439,0.0,0.111,0.033,python; sql; etl
E0455,0.0,0.111,0.033,python; sql; etl
E0447,0.0,0.111,0.033,python; sql; etl
E0405,0.0,0.111,0.033,python; sql; etl
E0183,0.0,0.111,0.033,python; sql; etl
E0415,0.0,0.111,0.033,python; sql; etl
E0211,0.0,0.111,0.033,python; sql; etl
E0230,0.0,0.111,0.033,python; sql; etl
E0086,0.0,0.111,0.033,python; sql; etl
E0222,0.0,0.111,0.033,python; sql; etl
E0091,0.0,0.111,0.033,python; sql; etl
E0094,0.0,0.111,0.033,python; sql; etl
E0521,0.0,0.111,0.033,python; sql; etl
E0178,0.0,0.111,0.033,python; sql; etl
E0523,0.0,0.111,0.033,python; sql; etl
E0527,0.0,0.111,0.033,python; sql; etl
E0335,0.0,0.111,0.033,python; sql; etl
E0297,0.0,0.111,0.033,python; sql; etl
E0079,0.0,0.111,0.033,python; sql; etl
E0533,0.0,0.111,0.033,python; sql; etl
E0534,0.0,0.111,0.033,python; sql; etl
E0277,0.0,0.111,0.033,python; sql; etl
E0540,0.0,0.111,0.033,python; sql; etl
E0542,0.0,0.111,0.033,python; sql; etl
E0069,0.0,0.111,0.033,python; sql; etl
E0067,0.0,0.111,0.033,python; sql; etl
E0567,0.0,0.111,0.033,python; sql; etl
E0569,0.0,0.111,0.033,python; sql; etl
E0032,0.0,0.111,0.033,python; sql; etl
E0037,0.0,0.111,0.033,python; sql; etl
E0229,0.032,0.0,0.022,python; sql; etl
E0127,0.024,0.0,0.017,python; sql; etl
E0403,0.017,0.0,0.012,python; sql; etl
E0452,0.017,0.0,0.012,python; sql; etl
E0028,0.016,0.0,0.012,python; sql; etl
E0008,0.017,0.0,0.012,python; sql; etl
E0162,0.016,0.0,0.011,python; sql; etl
E0227,0.016,0.0,0.011,python; sql; etl
E0092,0.015,0.0,0.011,python; sql; etl
E0262,0.016,0.0,0.011,python; sql; etl
E0257,0.015,0.0,0.011,python; sql; etl
E0507,0.015,0.0,0.011,python; sql; etl
E0499,0.016,0.0,0.011,python; sql; etl
E0586,0.014,0.0,0.01,python; sql; etl
E0490,0.014,0.0,0.01,python; sql; etl
E0134,0.014,0.0,0.01,python; sql; etl
E0459,0.014,0.0,0.01,python; sql; etl
E0386,0.014,0.0,0.01,python; sql; etl
E0451,0.014,0.0,0.01,python; sql; etl
E0429,0.015,0.0,0.01,python; sql; etl
E0247,0.015,0.0,0.01,python; sql; etl
E0096,0.014,0.0,0.01,python; sql; etl
E0122,0.014,0.0,0.01,python; sql; etl
E0104,0.014,0.0,0.01,python; sql; etl
E0292,0.013,0.0,0.009,python; sql; etl
E0416,0.012,0.0,0.009,python; sql; etl
E0551,0.012,0.0,0.009,python; sql; etl
E0310,0.013,0.0,0.009,python; sql; etl
E0326,0.014,0.0,0.009,python; sql; etl
E0147,0.013,0.0,0.009,python; sql; etl
E0172,0.013,0.0,0.009,python; sql; etl
E0453,0.014,0.0,0.009,python; sql; etl
E0417,0.013,0.0,0.009,python; sql; etl
E0217,0.012,0.0,0.008,python; sql; etl
E0263,0.011,0.0,0.007,python; sql; etl
E0278,0.0,0.0,0.0,python; sql; etl
E0332,0.0,0.0,0.0,python; sql; etl
E0330,0.0,0.0,0.0,python; sql; etl
E0275,0.0,0.0,0.0,python; sql; etl
E0333,0.0,0.0,0.0,python; sql; etl
E0027,0.0,0.0,0.0,python; sql; etl
E0063,0.0,0.0,0.0,python; sql; etl
E0064,0.0,0.0,0.0,python; sql; etl
E0068,0.0,0.0,0.0,python; sql; etl
E0070,0.0,0.0,0.0,python; sql; etl
E0073,0.0,0.0,0.0,python; sql; etl
E0075,0.0,0.0,0.0,python; sql; etl
E0076,0.0,0.0,0.0,python; sql; etl
E0078,0.0,0.0,0.0,python; sql; etl
E0529,0.0,0.0,0.0,python; sql; etl
E0029,0.0,0.0,0.0,python; sql; etl
E0035,0.0,0.0,0.0,python; sql; etl
E0036,0.0,0.0,0.0,python; sql; etl
E0039,0.0,0.0,0.0,python; sql; etl
E0040,0.0,0.0,0.0,python; sql; etl
E0047,0.0,0.0,0.0,python; sql; etl
E0048,0.0,0.0,0.0,python; sql; etl
E0414,0.0,0.0,0.0,python; sql; etl
E0413,0.0,0.0,0.0,python; sql; etl
E0408,0.0,0.0,0.0,python; sql; etl
E0402,0.0,0.0,0.0,python; sql; etl
E0236,0.0,0.0,0.0,python; sql; etl
E0238,0.0,0.0,0.0,python; sql; etl
E0233,0.0,0.0,0.0,python; sql; etl
E0232,0.0,0.0,0.0,python; sql; etl
E0212,0.0,0.0,0.0,python; sql; etl
E0224,0.0,0.0,0.0,python; sql; etl
E0215,0.0,0.0,0.0,python; sql; etl
E0520,0.0,0.0,0.0,python; sql; etl
E0081,0.0,0.0,0.0,python; sql; etl
E0082,0.0,0.0,0.0,python; sql; etl
E0084,0.0,0.0,0.0,python; sql; etl
E0095,0.0,0.0,0.0,python; sql; etl
E0286,0.0,0.0,0.0,python; sql; etl
E0514,0.0,0.0,0.0,python; sql; etl
E0300,0.0,0.0,0.0,python; sql; etl
E0298,0.0,0.0,0.0,python; sql; etl
E0280,0.0,0.0,0.0,python; sql; etl
E0524,0.0,0.0,0.0,python; sql; etl
E0518,0.0,0.0,0.0,python; sql; etl
E0516,0.0,0.0,0.0,python; sql; etl
E0283,0.0,0.0,0.0,python; sql; etl
E0535,0.0,0.0,0.0,python; sql; etl
E0538,0.0,0.0,0.0,python; sql; etl
E0199,0.0,0.0,0.0,python; sql; etl
E0196,0.0,0.0,0.0,python; sql; etl
E0193,0.0,0.0,0.0,python; sql; etl
E0192,0.0,0.0,0.0,python; sql; etl
E0421,0.0,0.0,0.0,python; sql; etl
E0457,0.0,0.0,0.0,python; sql; etl
E0442,0.0,0.0,0.0,python; sql; etl
E0446,0.0,0.0,0.0,python; sql; etl
E0450,0.0,0.0,0.0,python; sql; etl
E0437,0.0,0.0,0.0,python; sql; etl
E0206,0.0,0.0,0.0,python; sql; etl
E0208,0.0,0.0,0.0,python; sql; etl
E0433,0.0,0.0,0.0,python; sql; etl
E0204,0.0,0.0,0.0,python; sql; etl
E0252,0.0,0.0,0.0,python; sql; etl
E0246,0.0,0.0,0.0,python; sql; etl
E0250,0.0,0.0,0.0,python; sql; etl
E0245,0.0,0.0,0.0,python; sql; etl
E0242,0.0,0.0,0.0,python; sql; etl
E0244,0.0,0.0,0.0,python; sql; etl
E0243,0.0,0.0,0.0,python; sql; etl
E0264,0.0,0.0,0.0,python; sql; etl
E0260,0.0,0.0,0.0,python; sql; etl
E0256,0.0,0.0,0.0,python; sql; etl
E0258,0.0,0.0,0.0,python; sql; etl
E0205,0.0,0.0,0.0,python; sql; etl
E0200,0.0,0.0,0.0,python; sql; etl
E0201,0.0,0.0,0.0,python; sql; etl
E0418,0.0,0.0,0.0,python; sql; etl
E0426,0.0,0.0,0.0,python; sql; etl
E0428,0.0,0.0,0.0,python; sql; etl
E0180,0.0,0.0,0.0,python; sql; etl
E0181,0.0,0.0,0.0,python; sql; etl
E0185,0.0,0.0,0.0,python; sql; etl
E0423,0.0,0.0,0.0,python; sql; etl
E0425,0.0,0.0,0.0,python; sql; etl
E0420,0.0,0.0,0.0,python; sql; etl
E0121,0.0,0.0,0.0,python; sql; etl
E0118,0.0,0.0,0.0,python; sql; etl
E0167,0.0,0.0,0.0,python; sql; etl
E0166,0.0,0.0,0.0,python; sql; etl
E0154,0.0,0.0,0.0,python; sql; etl
E0458,0.0,0.0,0.0,python; sql; etl
E0460,0.0,0.0,0.0,python; sql; etl
E0145,0.0,0.0,0.0,python; sql; etl
E0381,0.0,0.0,0.0,python; sql; etl
E0388,0.0,0.0,0.0,python; sql; etl
E0396,0.0,0.0,0.0,python; sql; etl
E0254,0.0,0.0,0.0,python; sql; etl
E0468,0.0,0.0,0.0,python; sql; etl
E0129,0.0,0.0,0.0,python; sql; etl
E0466,0.0,0.0,0.0,python; sql; etl
E0137,0.0,0.0,0.0,python; sql; etl
E0016,0.0,0.0,0.0,python; sql; etl
E0006,0.0,0.0,0.0,python; sql; etl
E0598,0.0,0.0,0.0,python; sql; etl
E0579,0.0,0.0,0.0,python; sql; etl
E0337,0.0,0.0,0.0,python; sql; etl
E0339,0.0,0.0,0.0,python; sql; etl
E0340,0.0,0.0,0.0,python; sql; etl
E0342,0.0,0.0,0.0,python; sql; etl
E0344,0.0,0.0,0.0,python; sql; etl
E0471,0.0,0.0,0.0,python; sql; etl
E0474,0.0,0.0,0.0,python; sql; etl
E0545,0.0,0.0,0.0,python; sql; etl
E0553,0.0,0.0,0.0,python; sql; etl
E0556,0.0,0.0,0.0,python; sql; etl
E0559,0.0,0.0,0.0,python; sql; etl
E0124,0.0,0.0,0.0,python; sql; etl
E0489,0.0,0.0,0.0,python; sql; etl
E0487,0.0,0.0,0.0,python; sql; etl
E0366,0.0,0.0,0.0,python; sql; etl
E0355,0.0,0.0,0.0,python; sql; etl
E0354,0.0,0.0,0.0,python; sql; etl
E0347,0.0,0.0,0.0,python; sql; etl
E0346,0.0,0.0,0.0,python; sql; etl
E0505,0.0,0.0,0.0,python; sql; etl
E0512,0.0,0.0,0.0,python; sql; etl
E0511,0.0,0.0,0.0,python; sql; etl
E0582,0.0,0.0,0.0,python; sql; etl
E0576,0.0,0.0,0.0,python; sql; etl
E0314,0.0,0.0,0.0,python; sql; etl
E0317,0.0,0.0,0.0,python; sql; etl
E0503,0.0,0.0,0.0,python; sql; etl
E0495,0.0,0.0,0.0,python; sql; etl
E0322,0.0,0.0,0.0,python; sql; etl
E0319,0.0,0.0,0.0,python; sql; etl
E0023,0.0,0.0,0.0,python; sql; etl
E0323,0.0,0.0,0.0,python; sql; etl
E0019,0.0,0.0,0.0,python; sql; etl
E0102,0.0,0.0,0.0,python; sql; etl
E0001,0.0,0.0,0.0,python; sql; etl
E0107,0.0,0.0,0.0,python; sql; etl
E0312,0.0,0.0,0.0,python; sql; etl
E0109,0.0,0.0,0.0,python; sql; etl
E0049,0.0,0.0,0.0,python; sql; etl
E0052,0.0,0.0,0.0,python; sql; etl
E0054,0.0,0.0,0.0,python; sql; etl
E0055,0.0,0.0,0.0,python; sql; etl
E0058,0.0,0.0,0.0,python; sql; etl
E0060,0.0,0.0,0.0,python; sql; etl
